"","samplingYear","CharacteristicName","AnnualMedian","AnnualMean","AnnualCount","AnnualSD","Annuallower_ci","Annualupper_ci","site","Park"
"1176","2011","Salinity",0.36,0.34,14,0.05,0.31,0.37,"PYBR","ROCR"
"1177","2011","Specific conductance",733.5,698.73,14,106.99,636.95,760.5,"PYBR","ROCR"
"1178","2011","Temperature, water",20.55,17.17,14,7.96,12.58,21.77,"PYBR","ROCR"
"1179","2012","Salinity",0.34,0.34,14,0.1,0.28,0.39,"PYBR","ROCR"
"1180","2012","Specific conductance",700,687.25,14,191.42,576.73,797.77,"PYBR","ROCR"
"1181","2012","Temperature, water",14.55,14.28,14,6.44,10.56,18,"PYBR","ROCR"
"1182","2013","Salinity",0.32,0.33,9,0.03,0.3,0.35,"PYBR","ROCR"
"1183","2013","Specific conductance",655.7,667.57,9,59.96,621.48,713.65,"PYBR","ROCR"
"1184","2013","Temperature, water",15.5,14.87,9,6.25,10.06,19.67,"PYBR","ROCR"
"1185","2014","Salinity",0.33,0.35,6,0.04,0.3,0.39,"PYBR","ROCR"
"1186","2014","Specific conductance",735,645.24,7,238.93,424.27,866.21,"PYBR","ROCR"
"1187","2014","Temperature, water",11.9,11.22,6,7.29,3.56,18.87,"PYBR","ROCR"
"1188","2015","Salinity",0.4,0.39,7,0.02,0.38,0.41,"PYBR","ROCR"
"1189","2015","Specific conductance",801,800.37,7,33.03,769.82,830.92,"PYBR","ROCR"
"1190","2015","Temperature, water",11.7,13.53,7,8.09,6.05,21.01,"PYBR","ROCR"
"1191","2016","Salinity",0.4,0.4,6,0.02,0.38,0.43,"PYBR","ROCR"
"1192","2016","Specific conductance",806,823.73,6,43.02,778.59,868.88,"PYBR","ROCR"
"1193","2016","Temperature, water",20.1,18.85,6,10,8.36,29.34,"PYBR","ROCR"
"1194","2017","Salinity",0.43,0.43,7,0.01,0.42,0.44,"PYBR","ROCR"
"1195","2017","Specific conductance",867,865.71,7,19.52,847.66,883.76,"PYBR","ROCR"
"1196","2017","Temperature, water",17.8,14.43,7,8.6,6.47,22.39,"PYBR","ROCR"
"1197","2018","Salinity",0.4,0.37,12,0.05,0.34,0.4,"PYBR","ROCR"
"1198","2018","Specific conductance",812.5,760.64,12,96.81,699.13,822.15,"PYBR","ROCR"
"1199","2018","Temperature, water",15.7,15.69,12,7.35,11.02,20.36,"PYBR","ROCR"
"1200","2019","Salinity",0.4,0.4,6,0.03,0.36,0.43,"PYBR","ROCR"
"1201","2019","Specific conductance",806.9,804.97,7,NA,NA,NA,"PYBR","ROCR"
"1202","2019","Temperature, water",14.7,14.38,6,8.54,5.42,23.35,"PYBR","ROCR"
"1203","2020","Salinity",0.37,0.37,6,NA,NA,NA,"PYBR","ROCR"
"1204","2020","Specific conductance",746,740.67,6,NA,NA,NA,"PYBR","ROCR"
"1205","2020","Temperature, water",10.1,10.73,6,NA,NA,NA,"PYBR","ROCR"
"1206","2021","Salinity",0.33,0.32,6,0.07,0.24,0.4,"PYBR","ROCR"
"1207","2021","Specific conductance",682.5,658.23,6,143.11,508.05,808.42,"PYBR","ROCR"
"1208","2021","Temperature, water",17.15,16.05,6,9.17,6.43,25.67,"PYBR","ROCR"
"1209","2022","Salinity",0.37,0.37,6,NA,NA,NA,"PYBR","ROCR"
"1210","2022","Specific conductance",753,754.6,6,NA,NA,NA,"PYBR","ROCR"
"1211","2022","Temperature, water",15.9,12.5,6,NA,NA,NA,"PYBR","ROCR"
"1212","2023","Salinity",0.37,0.36,3,0.02,0.31,0.42,"PYBR","ROCR"
"1213","2023","Specific conductance",757,742.67,3,47.16,625.51,859.83,"PYBR","ROCR"
"1214","2023","Temperature, water",14.9,15.2,3,8.35,-5.55,35.95,"PYBR","ROCR"
"1215","2005","Salinity",0.42,0.57,3,0.26,-0.08,1.22,"R630","ROCR"
"1216","2005","Specific conductance",847,1142.67,3,514.71,-135.94,2421.28,"R630","ROCR"
"1217","2005","Temperature, water",10.6,10.33,3,7.6,-8.55,29.22,"R630","ROCR"
"1218","2006","Salinity",0.38,0.41,12,0.14,0.32,0.5,"R630","ROCR"
"1219","2006","Specific conductance",765,831.42,12,278.32,654.58,1008.25,"R630","ROCR"
"1220","2006","Temperature, water",14.4,13.66,12,7.06,9.17,18.15,"R630","ROCR"
"1221","2007","Salinity",0.3,0.33,13,NA,NA,NA,"R630","ROCR"
"1222","2007","Specific conductance",642.25,675.17,12,110.1,605.21,745.12,"R630","ROCR"
"1223","2007","Temperature, water",13.4,13.53,12,6.64,9.31,17.75,"R630","ROCR"
"1224","2008","Salinity",0.4,0.37,11,0.12,0.3,0.45,"R630","ROCR"
"1225","2008","Specific conductance",799.5,763.25,12,225.05,620.25,906.24,"R630","ROCR"
"1226","2008","Temperature, water",9.8,11.82,11,7.41,6.84,16.8,"R630","ROCR"
"1227","2009","Salinity",0.37,0.35,11,0.12,0.27,0.43,"R630","ROCR"
"1228","2009","Specific conductance",755.5,694.17,10,254.67,511.99,876.35,"R630","ROCR"
"1229","2009","Temperature, water",15.15,13.65,10,5.84,9.47,17.83,"R630","ROCR"
"1230","2010","Salinity",0.38,0.35,10,0.05,0.31,0.39,"R630","ROCR"
"1231","2010","Specific conductance",777.5,717.49,10,103.55,643.42,791.56,"R630","ROCR"
"1232","2010","Temperature, water",13.4,14.17,10,6.11,9.8,18.54,"R630","ROCR"
"1233","2011","Salinity",0.36,0.36,11,0.07,0.32,0.41,"R630","ROCR"
"1234","2011","Specific conductance",734,744.15,11,139.12,650.69,837.61,"R630","ROCR"
"1235","2011","Temperature, water",13.2,14.54,11,6.62,10.09,18.98,"R630","ROCR"
"1236","2012","Salinity",0.37,0.36,12,0.1,0.29,0.42,"R630","ROCR"
"1237","2012","Specific conductance",760.35,724.55,12,198.08,598.7,850.4,"R630","ROCR"
"1238","2012","Temperature, water",13.5,13.64,12,5.16,10.36,16.92,"R630","ROCR"
"1239","2013","Salinity",0.41,0.39,9,0.04,0.35,0.42,"R630","ROCR"
"1240","2013","Specific conductance",829,788.5,9,84.19,723.79,853.21,"R630","ROCR"
"1241","2013","Temperature, water",14,13.43,9,5.4,9.28,17.59,"R630","ROCR"
"1242","2014","Salinity",0.46,0.43,4,0.06,0.34,0.52,"R630","ROCR"
"1243","2014","Specific conductance",921.5,879.75,4,113.2,699.62,1059.88,"R630","ROCR"
"1244","2014","Temperature, water",12.05,12.2,4,6.94,1.16,23.24,"R630","ROCR"
"1245","2015","Salinity",0.5,0.5,4,0.01,0.49,0.52,"R630","ROCR"
"1246","2015","Specific conductance",1013,1014.25,4,18.79,984.36,1044.14,"R630","ROCR"
"1247","2015","Temperature, water",13.65,13.6,4,7.38,1.86,25.34,"R630","ROCR"
"1248","2016","Salinity",0.48,0.48,4,0.04,0.41,0.54,"R630","ROCR"
"1249","2016","Specific conductance",979,965,4,76.58,843.14,1086.86,"R630","ROCR"
"1250","2016","Temperature, water",16.45,14.2,4,9.33,-0.64,29.04,"R630","ROCR"
"1251","2017","Salinity",0.56,0.55,6,0.07,0.47,0.63,"R630","ROCR"
"1252","2017","Specific conductance",1117.5,1102.17,6,143.51,951.57,1252.77,"R630","ROCR"
"1253","2017","Temperature, water",11.65,12.57,6,7.26,4.95,20.18,"R630","ROCR"
"1254","2018","Salinity",0.45,0.45,7,0.06,0.4,0.5,"R630","ROCR"
"1255","2018","Specific conductance",917,912.43,7,115.56,805.55,1019.3,"R630","ROCR"
"1256","2018","Temperature, water",16.9,14.44,7,5.82,9.06,19.83,"R630","ROCR"
"1257","2019","Salinity",0.48,0.45,6,0.09,0.35,0.55,"R630","ROCR"
"1258","2019","Specific conductance",888.5,760.52,7,NA,NA,NA,"R630","ROCR"
"1259","2019","Temperature, water",13.05,13.27,6,7.21,5.7,20.83,"R630","ROCR"
"1260","2020","Salinity",0.45,0.46,6,NA,NA,NA,"R630","ROCR"
"1261","2020","Specific conductance",919,931,6,NA,NA,NA,"R630","ROCR"
"1262","2020","Temperature, water",10,10.87,6,NA,NA,NA,"R630","ROCR"
"1263","2021","Salinity",0.47,0.42,6,0.12,0.29,0.54,"R630","ROCR"
"1264","2021","Specific conductance",946,835.02,6,245.93,576.93,1093.1,"R630","ROCR"
"1265","2021","Temperature, water",14.35,13.87,6,7.28,6.23,21.5,"R630","ROCR"
"1266","2022","Salinity",0.44,0.45,6,0.06,0.39,0.51,"R630","ROCR"
"1267","2022","Specific conductance",873,903.33,6,112.63,785.13,1021.53,"R630","ROCR"
"1268","2022","Temperature, water",14.6,12.83,6,6.53,5.98,19.69,"R630","ROCR"
"1269","2023","Salinity",0.41,0.4,3,0.07,0.24,0.56,"R630","ROCR"
"1270","2023","Specific conductance",836,811,3,127.35,494.64,1127.36,"R630","ROCR"
"1271","2023","Temperature, water",10.8,12.23,3,6.76,-4.57,29.04,"R630","ROCR"
"1272","2005","Salinity",0.36,0.39,3,0.09,0.18,0.6,"LUBR","ROCR"
"1273","2005","Specific conductance",679,750.6,5,133.53,584.8,916.4,"LUBR","ROCR"
"1274","2005","Temperature, water",19.9,16.3,5,5.39,9.6,23,"LUBR","ROCR"
"1275","2006","Salinity",0.3,0.48,24,0.47,0.28,0.67,"LUBR","ROCR"
"1276","2006","Specific conductance",635.5,954.8,24,866.83,588.77,1320.83,"LUBR","ROCR"
"1277","2006","Temperature, water",12.25,12.62,24,6.85,9.73,15.51,"LUBR","ROCR"
"1278","2007","Salinity",0.39,0.36,26,0.08,0.33,0.4,"LUBR","ROCR"
"1279","2007","Specific conductance",773,751.71,25,140.38,693.76,809.65,"LUBR","ROCR"
"1280","2007","Temperature, water",12.5,14.55,25,5.96,12.09,17,"LUBR","ROCR"
"1281","2008","Salinity",0.4,0.41,27,0.11,0.37,0.46,"LUBR","ROCR"
"1282","2008","Specific conductance",834.2,839.47,28,209.16,758.37,920.57,"LUBR","ROCR"
"1283","2008","Temperature, water",13.7,13.52,27,5.58,11.32,15.73,"LUBR","ROCR"
"1284","2009","Salinity",0.44,0.4,18,0.11,0.35,0.46,"LUBR","ROCR"
"1285","2009","Specific conductance",890,809.1,17,227.49,692.13,926.07,"LUBR","ROCR"
"1286","2009","Temperature, water",15.4,14.45,17,4.77,12,16.91,"LUBR","ROCR"
"1287","2010","Salinity",0.5,0.45,14,0.17,0.35,0.55,"LUBR","ROCR"
"1288","2010","Specific conductance",1011.5,893.31,14,322.08,707.35,1079.28,"LUBR","ROCR"
"1289","2010","Temperature, water",15.2,15.46,14,5.19,12.46,18.45,"LUBR","ROCR"
"1290","2011","Salinity",0.54,0.51,18,0.13,0.45,0.57,"LUBR","ROCR"
"1291","2011","Specific conductance",1083,1022.17,18,254.72,895.5,1148.83,"LUBR","ROCR"
"1292","2011","Temperature, water",14.25,15.05,18,5.62,12.26,17.84,"LUBR","ROCR"
"1293","2012","Salinity",0.51,0.49,19,0.19,0.4,0.58,"LUBR","ROCR"
"1294","2012","Specific conductance",1017.5,962.48,20,358.67,794.62,1130.34,"LUBR","ROCR"
"1295","2012","Temperature, water",14.5,14.4,20,4.11,12.48,16.33,"LUBR","ROCR"
"1296","2013","Salinity",0.43,0.43,15,0.05,0.4,0.46,"LUBR","ROCR"
"1297","2013","Specific conductance",874,869.38,15,98.53,814.82,923.94,"LUBR","ROCR"
"1298","2013","Temperature, water",14.1,14.75,15,4.02,12.53,16.98,"LUBR","ROCR"
"1299","2014","Salinity",0.51,0.5,6,0.26,0.22,0.78,"LUBR","ROCR"
"1300","2014","Specific conductance",1025.5,1002.88,6,521.72,455.37,1550.4,"LUBR","ROCR"
"1301","2014","Temperature, water",12.7,12.22,6,5.05,6.92,17.52,"LUBR","ROCR"
"1302","2015","Salinity",0.57,0.56,4,0.03,0.52,0.61,"LUBR","ROCR"
"1303","2015","Specific conductance",1141.5,1134.5,4,56.88,1044,1225,"LUBR","ROCR"
"1304","2015","Temperature, water",13.85,13.98,4,5.46,5.29,22.66,"LUBR","ROCR"
"1305","2016","Salinity",0.56,0.56,4,0.1,0.41,0.71,"LUBR","ROCR"
"1306","2016","Specific conductance",1120.5,1119,4,175.04,840.47,1397.53,"LUBR","ROCR"
"1307","2016","Temperature, water",16.85,14.1,4,8.75,0.18,28.02,"LUBR","ROCR"
"1308","2017","Salinity",0.52,0.49,9,0.1,0.41,0.57,"LUBR","ROCR"
"1309","2017","Specific conductance",1040,982.56,9,196.83,831.26,1133.85,"LUBR","ROCR"
"1310","2017","Temperature, water",9.5,12.81,9,5.41,8.65,16.97,"LUBR","ROCR"
"1311","2018","Salinity",0.55,0.51,13,0.08,0.46,0.56,"LUBR","ROCR"
"1312","2018","Specific conductance",1098,1027.62,13,150.29,936.8,1118.43,"LUBR","ROCR"
"1313","2018","Temperature, water",16.7,14.67,13,4.89,11.71,17.63,"LUBR","ROCR"
"1314","2019","Salinity",0.5,0.49,12,0.04,0.47,0.52,"LUBR","ROCR"
"1315","2019","Specific conductance",993.5,992.58,13,NA,NA,NA,"LUBR","ROCR"
"1316","2019","Temperature, water",13.25,13.77,12,5.58,10.22,17.31,"LUBR","ROCR"
"1317","2020","Salinity",0.48,0.47,6,NA,NA,NA,"LUBR","ROCR"
"1318","2020","Specific conductance",976,956.33,6,NA,NA,NA,"LUBR","ROCR"
"1319","2020","Temperature, water",11.5,12.73,6,NA,NA,NA,"LUBR","ROCR"
"1320","2021","Salinity",0.45,0.46,7,0.07,0.4,0.53,"LUBR","ROCR"
"1321","2021","Specific conductance",908,937.43,7,142,806.1,1068.76,"LUBR","ROCR"
"1322","2021","Temperature, water",15.4,15.31,7,5.93,9.82,20.79,"LUBR","ROCR"
"1323","2022","Salinity",0.48,0.47,6,0.06,0.4,0.53,"LUBR","ROCR"
"1324","2022","Specific conductance",972,946.17,6,123.51,816.55,1075.79,"LUBR","ROCR"
"1325","2022","Temperature, water",15.65,13.9,6,5.16,8.48,19.32,"LUBR","ROCR"
"1326","2023","Salinity",0.45,0.46,3,0.02,0.42,0.5,"LUBR","ROCR"
"1327","2023","Specific conductance",916,929,3,27.87,859.76,998.24,"LUBR","ROCR"
"1328","2023","Temperature, water",11.2,12.63,3,5.59,-1.25,26.52,"LUBR","ROCR"
"1329","2005","Salinity",0.7,0.7,2,0.7,-5.59,6.98,"DORU","GWMP"
"1330","2005","Specific conductance",408.6,1045.07,3,1105.86,-1702.04,3792.17,"DORU","GWMP"
"1331","2005","Temperature, water",15.2,12.17,3,5.52,-1.54,25.87,"DORU","GWMP"
"1332","2005","Salinity",3.47,2.39,3,1.9,-2.34,7.11,"GUBR","GWMP"
"1333","2005","Specific conductance",3391.2,3391.12,4,3462.8,-2118.97,8901.22,"GUBR","GWMP"
"1334","2005","Temperature, water",10.2,10.25,4,5.77,1.06,19.44,"GUBR","GWMP"
"1335","2004","Specific conductance",287.8,287.8,1,NA,NA,NA,"WOTR","WOTR"
"1336","2005","Salinity",0.54,0.41,3,0.27,-0.26,1.09,"WOTR","WOTR"
"1337","2005","Specific conductance",1070,740.58,5,477.82,147.29,1333.87,"WOTR","WOTR"
"1338","2005","Temperature, water",4.2,7.26,5,4.19,2.06,12.46,"WOTR","WOTR"
"1339","2006","Salinity",0.1,0.13,31,0.06,0.1,0.15,"WOTR","WOTR"
"1340","2006","Specific conductance",231.45,276.78,32,138.58,226.82,326.75,"WOTR","WOTR"
"1341","2006","Temperature, water",14.1,13.72,31,6.49,11.34,16.1,"WOTR","WOTR"
"1342","2007","Salinity",0.12,0.18,37,0.12,0.15,0.22,"WOTR","WOTR"
"1343","2007","Specific conductance",287.15,464.78,37,381.7,337.52,592.05,"WOTR","WOTR"
"1344","2007","Temperature, water",16.65,13.91,37,5.28,12.15,15.67,"WOTR","WOTR"
"1345","2008","Salinity",0.1,0.19,28,0.17,0.12,0.25,"WOTR","WOTR"
"1346","2008","Specific conductance",255.2,391.02,28,331.94,262.3,519.73,"WOTR","WOTR"
"1347","2008","Temperature, water",15.7,13.6,28,6.77,10.98,16.23,"WOTR","WOTR"
"1348","2009","Salinity",0.12,0.12,14,NA,NA,NA,"WOTR","WOTR"
"1349","2009","Specific conductance",245.5,236.64,13,NA,NA,NA,"WOTR","WOTR"
"1350","2009","Temperature, water",17.3,15.38,13,NA,NA,NA,"WOTR","WOTR"
"1351","2010","Salinity",0.13,0.13,23,0.05,0.11,0.15,"WOTR","WOTR"
"1352","2010","Specific conductance",280.3,275.94,23,97.47,233.79,318.09,"WOTR","WOTR"
"1353","2010","Temperature, water",12.8,13.8,23,6.15,11.14,16.45,"WOTR","WOTR"
"1354","2011","Salinity",0.13,0.13,21,0.06,0.1,0.15,"WOTR","WOTR"
"1355","2011","Specific conductance",264.8,262.52,21,115.66,209.87,315.17,"WOTR","WOTR"
"1356","2011","Temperature, water",14.3,15.11,21,5.28,12.71,17.52,"WOTR","WOTR"
"1357","2012","Salinity",0.12,0.12,28,0.03,0.1,0.13,"WOTR","WOTR"
"1358","2012","Specific conductance",242.5,246.49,29,61.94,222.92,270.05,"WOTR","WOTR"
"1359","2012","Temperature, water",15.4,14.37,28,5.93,12.07,16.67,"WOTR","WOTR"
"1360","2013","Salinity",0.14,0.24,21,0.29,0.11,0.37,"WOTR","WOTR"
"1361","2013","Specific conductance",285.1,491.53,21,561.52,235.93,747.13,"WOTR","WOTR"
"1362","2013","Temperature, water",12.1,13.44,21,7.22,10.15,16.73,"WOTR","WOTR"
"1363","2014","Salinity",0.14,0.16,18,0.07,0.13,0.19,"WOTR","WOTR"
"1364","2014","Specific conductance",283.5,336.73,18,134.9,269.65,403.82,"WOTR","WOTR"
"1365","2014","Temperature, water",16.1,14.9,18,6.09,11.87,17.93,"WOTR","WOTR"
"1366","2015","Salinity",0.16,0.96,6,1.27,-0.36,2.29,"WOTR","WOTR"
"1367","2015","Specific conductance",336.55,1845.88,6,2379.57,-651.32,4343.08,"WOTR","WOTR"
"1368","2015","Temperature, water",14.5,12.22,6,8.3,3.5,20.93,"WOTR","WOTR"
"1369","2016","Salinity",0.17,0.18,6,0.04,0.14,0.23,"WOTR","WOTR"
"1370","2016","Specific conductance",368,385.7,6,86.26,295.18,476.22,"WOTR","WOTR"
"1371","2016","Temperature, water",16.9,14.68,6,8,6.28,23.08,"WOTR","WOTR"
"1372","2017","Salinity",0.16,0.21,7,0.08,0.14,0.28,"WOTR","WOTR"
"1373","2017","Specific conductance",330.4,439.13,7,152.73,297.87,580.38,"WOTR","WOTR"
"1374","2017","Temperature, water",7.1,11.94,7,7.03,5.44,18.44,"WOTR","WOTR"
"1375","2018","Salinity",0.14,0.17,13,0.08,0.12,0.22,"WOTR","WOTR"
"1376","2018","Specific conductance",295.4,340.02,13,127.55,262.94,417.09,"WOTR","WOTR"
"1377","2018","Temperature, water",8.4,12.84,13,6.45,8.94,16.73,"WOTR","WOTR"
"1378","2019","Salinity",0.14,0.17,15,0.08,0.12,0.21,"WOTR","WOTR"
"1379","2019","Specific conductance",297.2,346.21,15,156.72,259.42,433,"WOTR","WOTR"
"1380","2019","Temperature, water",14.4,11.85,15,7.71,7.58,16.12,"WOTR","WOTR"
"1381","2020","Salinity",0.08,0.09,12,NA,NA,NA,"WOTR","WOTR"
"1382","2020","Specific conductance",174.2,189.67,12,NA,NA,NA,"WOTR","WOTR"
"1383","2020","Temperature, water",9.3,9.6,12,NA,NA,NA,"WOTR","WOTR"
"1384","2021","Salinity",0.16,8.92,19,37.8,-9.3,27.14,"WOTR","WOTR"
"1385","2021","Specific conductance",336.7,496.25,19,365.26,320.2,672.3,"WOTR","WOTR"
"1386","2021","Temperature, water",15.5,14.48,19,6.83,11.19,17.77,"WOTR","WOTR"
"1387","2022","Salinity",0.15,0.16,15,0.05,0.14,0.19,"WOTR","WOTR"
"1388","2022","Specific conductance",315,334.54,15,93.17,282.94,386.14,"WOTR","WOTR"
"1389","2022","Temperature, water",12.1,14.19,15,6.87,10.38,17.99,"WOTR","WOTR"
"1390","2023","Salinity",0.15,0.15,8,0.02,0.14,0.17,"WOTR","WOTR"
"1391","2023","Specific conductance",303.6,312.4,8,33.66,284.26,340.54,"WOTR","WOTR"
"1392","2023","Temperature, water",14.5,14.66,8,5.14,10.37,18.96,"WOTR","WOTR"
"1393","2005","Salinity",0.57,0.57,2,0.31,-2.23,3.37,"SVPS","ROCR"
"1394","2005","Specific conductance",794.5,794.5,2,125.16,-330,1919,"SVPS","ROCR"
"1395","2005","Temperature, water",6.45,6.45,2,6.43,-51.36,64.26,"SVPS","ROCR"
"1396","2006","Salinity",0.36,0.45,19,0.3,0.3,0.59,"SVPS","ROCR"
"1397","2006","Specific conductance",736,898.09,19,577.66,619.66,1176.51,"SVPS","ROCR"
"1398","2006","Temperature, water",8.1,11.5,19,6.92,8.17,14.83,"SVPS","ROCR"
"1399","2007","Salinity",0.4,0.37,21,0.08,0.34,0.41,"SVPS","ROCR"
"1400","2007","Specific conductance",770.5,717.83,19,160.78,640.33,795.32,"SVPS","ROCR"
"1401","2007","Temperature, water",9.7,12.79,21,7.17,9.52,16.05,"SVPS","ROCR"
"1402","2008","Salinity",0.4,0.38,24,0.12,0.33,0.43,"SVPS","ROCR"
"1403","2008","Specific conductance",858,761.65,25,247.83,659.35,863.94,"SVPS","ROCR"
"1404","2008","Temperature, water",11.4,11.43,24,7.4,8.31,14.55,"SVPS","ROCR"
"1405","2009","Salinity",0.41,0.38,20,0.13,0.32,0.44,"SVPS","ROCR"
"1406","2009","Specific conductance",827,763.73,19,254.12,641.25,886.21,"SVPS","ROCR"
"1407","2009","Temperature, water",14.9,14.01,19,6.43,10.91,17.1,"SVPS","ROCR"
"1408","2010","Salinity",0.42,0.39,14,0.09,0.34,0.44,"SVPS","ROCR"
"1409","2010","Specific conductance",843,789.81,14,170.97,691.1,888.53,"SVPS","ROCR"
"1410","2010","Temperature, water",13.55,14.51,14,5.24,11.48,17.54,"SVPS","ROCR"
"1411","2011","Salinity",0.32,0.36,4,0.21,0.03,0.7,"SVPS","ROCR"
"1412","2011","Specific conductance",669.5,687.92,4,330.33,162.3,1213.55,"SVPS","ROCR"
"1413","2011","Temperature, water",11.35,10.75,4,6.32,0.7,20.8,"SVPS","ROCR"
"1414","2012","Salinity",0.42,0.38,9,0.13,0.28,0.48,"SVPS","ROCR"
"1415","2012","Specific conductance",856,770.17,9,269.05,563.36,976.98,"SVPS","ROCR"
"1416","2012","Temperature, water",13.7,14.16,9,4.48,10.71,17.6,"SVPS","ROCR"
"1417","2005","Salinity",0.33,0.33,1,NA,NA,NA,"BAKE","ROCR"
"1418","2005","Specific conductance",667,667,1,NA,NA,NA,"BAKE","ROCR"
"1419","2005","Temperature, water",12.8,12.8,1,NA,NA,NA,"BAKE","ROCR"
"1420","2006","Salinity",0.3,0.3,4,0.02,0.27,0.33,"BAKE","ROCR"
"1421","2006","Specific conductance",610.5,611.75,4,37.77,551.66,671.84,"BAKE","ROCR"
"1422","2006","Temperature, water",9.95,9.85,4,4.6,2.53,17.17,"BAKE","ROCR"
"1423","2007","Salinity",0.32,0.35,10,0.07,0.29,0.4,"BAKE","ROCR"
"1424","2007","Specific conductance",653.25,700.05,10,129.69,607.27,792.83,"BAKE","ROCR"
"1425","2007","Temperature, water",13.68,11.8,10,4.34,8.7,14.91,"BAKE","ROCR"
"1426","2008","Salinity",0.32,0.33,12,0.05,0.3,0.36,"BAKE","ROCR"
"1427","2008","Specific conductance",657.5,672.42,12,101.44,607.96,736.87,"BAKE","ROCR"
"1428","2008","Temperature, water",11.55,13.61,12,5.55,10.09,17.14,"BAKE","ROCR"
"1429","2009","Salinity",0.34,0.34,10,0.07,0.29,0.39,"BAKE","ROCR"
"1430","2009","Specific conductance",681,687.88,9,149.85,572.7,803.06,"BAKE","ROCR"
"1431","2009","Temperature, water",18.2,14.98,9,6.4,10.06,19.9,"BAKE","ROCR"
"1432","2010","Salinity",0.34,0.34,11,0.05,0.31,0.37,"BAKE","ROCR"
"1433","2010","Specific conductance",698,684.71,11,83.82,628.4,741.02,"BAKE","ROCR"
"1434","2010","Temperature, water",17.5,14.48,11,6.68,9.99,18.97,"BAKE","ROCR"
"1435","2011","Salinity",0.38,0.38,13,0.07,0.34,0.42,"BAKE","ROCR"
"1436","2011","Specific conductance",754,758.78,13,146.43,670.29,847.27,"BAKE","ROCR"
"1437","2011","Temperature, water",14.9,15.05,13,5.96,11.45,18.66,"BAKE","ROCR"
"1438","2012","Salinity",0.36,0.35,11,0.1,0.28,0.42,"BAKE","ROCR"
"1439","2012","Specific conductance",736.6,710.87,11,199.51,576.84,844.91,"BAKE","ROCR"
"1440","2012","Temperature, water",12.5,13.35,11,5.19,9.87,16.84,"BAKE","ROCR"
"1441","2013","Salinity",0.38,0.39,11,0.08,0.33,0.44,"BAKE","ROCR"
"1442","2013","Specific conductance",771,785.32,11,158.45,678.87,891.77,"BAKE","ROCR"
"1443","2013","Temperature, water",13.3,14.26,11,6.5,9.9,18.63,"BAKE","ROCR"
"1444","2014","Salinity",0.38,0.39,4,0.05,0.32,0.47,"BAKE","ROCR"
"1445","2014","Specific conductance",727,738.22,5,157.91,542.14,934.3,"BAKE","ROCR"
"1446","2014","Temperature, water",12.9,12.97,4,5.83,3.7,22.25,"BAKE","ROCR"
"1447","2015","Salinity",0.44,0.44,4,0.04,0.38,0.51,"BAKE","ROCR"
"1448","2015","Specific conductance",893,897.75,4,83.44,764.98,1030.52,"BAKE","ROCR"
"1449","2015","Temperature, water",10.1,11.2,4,6.74,0.48,21.92,"BAKE","ROCR"
"1450","2016","Salinity",0.47,0.46,4,0.04,0.39,0.53,"BAKE","ROCR"
"1451","2016","Specific conductance",957.8,937.4,4,74.73,818.49,1056.31,"BAKE","ROCR"
"1452","2016","Temperature, water",16.95,13.68,4,9.33,-1.17,28.52,"BAKE","ROCR"
"1453","2017","Salinity",0.58,0.56,6,0.09,0.46,0.65,"BAKE","ROCR"
"1454","2017","Specific conductance",1149.5,1110.83,6,169.21,933.26,1288.41,"BAKE","ROCR"
"1455","2017","Temperature, water",10.2,11.85,6,6.87,4.64,19.06,"BAKE","ROCR"
"1456","2018","Salinity",0.41,0.42,7,0.03,0.39,0.45,"BAKE","ROCR"
"1457","2018","Specific conductance",841,841.86,7,64.25,782.43,901.28,"BAKE","ROCR"
"1458","2018","Temperature, water",8.1,12.14,7,6.46,6.17,18.12,"BAKE","ROCR"
"1459","2019","Salinity",0.42,0.41,7,0.05,0.36,0.45,"BAKE","ROCR"
"1460","2019","Specific conductance",860,829.57,7,100.83,736.32,922.82,"BAKE","ROCR"
"1461","2019","Temperature, water",13.6,13.34,7,7.14,6.74,19.95,"BAKE","ROCR"
"1462","2020","Salinity",0.37,0.4,7,NA,NA,NA,"BAKE","ROCR"
"1463","2020","Specific conductance",761.5,805.5,7,NA,NA,NA,"BAKE","ROCR"
"1464","2020","Temperature, water",6.5,8.3,7,NA,NA,NA,"BAKE","ROCR"
"1465","2021","Salinity",0.49,0.43,11,0.09,0.37,0.49,"BAKE","ROCR"
"1466","2021","Specific conductance",981,870.64,11,179.11,750.31,990.96,"BAKE","ROCR"
"1467","2021","Temperature, water",13.6,12.55,11,7.17,7.73,17.36,"BAKE","ROCR"
"1468","2022","Salinity",0.48,0.48,7,NA,NA,NA,"BAKE","ROCR"
"1469","2022","Specific conductance",965,969.33,7,NA,NA,NA,"BAKE","ROCR"
"1470","2022","Temperature, water",12.4,11.47,7,NA,NA,NA,"BAKE","ROCR"
"1471","2023","Salinity",0.44,0.39,3,0.09,0.17,0.62,"BAKE","ROCR"
"1472","2023","Specific conductance",889,791.67,3,177.32,351.19,1232.15,"BAKE","ROCR"
"1473","2023","Temperature, water",11.7,11.8,3,6.55,-4.47,28.07,"BAKE","ROCR"
"1474","2005","Salinity",0.24,0.24,1,NA,NA,NA,"OXRU","NACE"
"1475","2005","Specific conductance",543.7,495.83,3,83.17,289.23,702.43,"OXRU","NACE"
